Id|sentence|span|bio
154|LAUREL A CUNT AS BITCH FOR ABORTING ! ! ! IDFK IF SHE REALLY DID BUT SHE TOLD HER DAD SO IM FUCKIN LIVIDDDDD|{'start': [2, 4, 22], 'end': [2, 4, 22]}|O O B O B O O O O O O O O O O O O O O O O O B O
155|i will bet if some nigger went ape shit on crack you d be the first to demand we show it some compassion right dingbat|{'start': [5, 7, 24], 'end': [5, 10, 24]}|O O O O O B O B I I I O O O O O O O O O O O O O B
156|bitch i am really retarded ‍|{'start': [0, 4], 'end': [0, 4]}|B O O O B O
157|vote conservative if you do not want a nigger for a neighbour if you do not want a yid vote labour|{'start': [8, 18], 'end': [8, 18]}|O O O O O O O O B O O O O O O O O O B O O
158|@user Joe Cortez is the ultimate faggot that fight proved it|{'start': [6], 'end': [6]}|O O O O O O B O O O O
159|@user He must be so proud of his cam whore oh please let her continue to be a hoe & a role model gtfo|{'start': [9, 18, 23], 'end': [9, 18, 23]}|O O O O O O O O O B O O O O O O O O B O O O O B
160|I'm a human being not a toy so stop fucking playing with me #WomenSuck|{'start': [9, 13], 'end': [9, 13]}|O O O O O O O O O B O O O B
161|What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .|{'start': [4, 20], 'end': [4, 20]}|O O O O B O O O O O O O O O O O O O O O B O
162|Muslim invasion is the new plague of London. They must be repatriated to their home countries!|{'start': [0, 11], 'end': [5, 15]}|B I I I I I O O O O O B I I I I
163|@user You are the dumbest bitch I've seen .. I'll rape you and I'll Tell you to man up afterwords how would u feel after that ?|{'start': [4, 10], 'end': [5, 10]}|O O O O B I O O O O B O O O O O O O O O O O O O O O O
164|girls dont exist on the internet stop spreading kike lies|{'start': [8], 'end': [8]}|O O O O O O O O B O
165|so in new york if you say illegal alien you will be fined money it you are attacked or raped by an illegal alien it a crime to call ice hm kinda fucked up to be an american in new york|{'start': [7, 17, 22], 'end': [8, 23, 23]}|O O O O O O O B I O O O O O O O O B I I I I I I O O O O O O O O O O O O O O O O O
166|Fake rape bitch is still crying . LOL so upset he didnt get the attention he wanted . Got your address btw little ra @url|{'start': [0], 'end': [2]}|B I I O O O O O O O O O O O O O O O O O O O O O O
167|mudshark sunglasses to go with your mudshark milk shake|{'start': [0], 'end': [1]}|B I O O O O O O O
168|@user Must suck not being able 2 reach your own potential in life . Must be cuz you're a woman …|{'start': [2, 16], 'end': [2, 19]}|O O B O O O O O O O O O O O O O B I I I O
169|@user What a fucking cunt I hate seeing kids getting neglected and used as parents experiment . So fucking sad . I tell you if I ever saw this whore Id definitely hurt her .|{'start': [3, 18, 29], 'end': [4, 19, 29]}|O O O B I O O O O O O O O O O O O O B I O O O O O O O O O B O O O O O
170|Do you really think it's hot to dance all over black guys ? You've completely ruined your image for us humans #WomenSuck|{'start': [10, 21], 'end': [10, 21]}|O O O O O O O O O O B O O O O O O O O O O B
171|@user @user @user so if your 17 and in high school you dont have your own house you fucking faggot|{'start': [18], 'end': [19]}|O O O O O O O O O O O O O O O O O O B I
172|me looking like a dyke every day|{'start': [4], 'end': [4]}|O O O O B O O
173|@user Hope you guys do get attacked for supporting SOPA , bunch of dirty snake faggots . |{'start': [13], 'end': [15]}|O O O O O O O O O O O O O B I I O
174|rae accent is fuckin magical she my lil hillbilly country babe <number>|{'start': [8], 'end': [8]}|O O O O O O O O B O O O
175|@user Thats so rude bitch tell them to go back into their hole|{'start': [4], 'end': [4]}|O O O O B O O O O O O O O
176|Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?|{'start': [3, 9], 'end': [8, 11]}|O O O B I I I I I I I I O O O O O O
177|Better yet , make her the poster child for Black Resettlement ! Spending her days digging for grub worm dinners would actually be good for her . |{'start': [9], 'end': [9]}|O O O O O O O O O B O O O O O O O O O O O O O O O O O
178|a foreign nigger is lord mayor of sheffield|{'start': [1], 'end': [2]}|O B I O O O O O
179|@user @user @user Youre * * * dumbass I give no fuck about you about your trashass wanna be Texas state team like I said til the beat outlaws in the battle of Texas eat my dick and shut the fuck up , pussy |{'start': [7, 34, 38], 'end': [7, 36, 43]}|O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O B I I I I I
180|some woman just flipped me off for joining a round about 100 yards in front of her . mad cunt|{'start': [18], 'end': [19]}|O O O O O O O O O O O O O O O O O O B I
181|It ' s going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !|{'start': [10, 17, 28], 'end': [10, 17, 28]}|O O O O O O O O O O B O O O O O O B O O O O O O O O O O B O O O O O O O O O O O
182|Victims of Illegal Alien Crime describe heartbreak , frustration #BuildTheWall #ProtectAmerica #EndChainMigration #EndIllegalBirthrightCitizenship #NeverForget the American Victims of Illegal Alien Migration |{'start': [2, 9, 12, 18], 'end': [3, 9, 12, 20]}|O O B I O O O O O B O O B O O O O O B I I
183|@user She actually a clown ! They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners|{'start': [13], 'end': [15]}|O O O O O O O O O O O O O B I I O O O O O O O O O
184|Lithuania , Romania aided CIA torture , top European Union court rules @url|{'start': [5], 'end': [5]}|O O O O O B O O O O O O O
185|@user got the crazy eyes going on tonight #MKR|{'start': [3, 8], 'end': [4, 8]}|O O O B I O O O B
186|@user We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish .|{'start': [11, 18], 'end': [11, 18]}|O O O O O O O O O O O B O O O O O O B O O O O
187|The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.|{'start': [8, 18, 28], 'end': [8, 23, 43]}|O O O O O O O O B O O O O O O O O O B I I I I I O O O O B I I I I I I I I I I I I I I I
188|Your mom was being a bitch to you ? I totally see how that's my fault . #WomenSuck|{'start': [5, 17], 'end': [5, 17]}|O O O O O B O O O O O O O O O O O B
189|It snowing . You ladies better start shoveling ! #EqualRights #WomenSuck|{'start': [10], 'end': [10]}|O O O O O O O O O O B
190|MS - 13 suspect who allegedly killed man , burned body entered US as ' unaccompanied alien child ' @url|{'start': [16], 'end': [16]}|O O O O O O O O O O O O O O O O B O O O
191|Bitch had the NERVE to leave the fucking box in the mail room you fucking cunt bitch fuck|{'start': [0, 7], 'end': [0, 10]}|B O O O O O O B I I I O O O O O O O
192|ya they are lazy drug-attics ... and they cant get a real job , all they do is deal drugs or they jump job to job to job ... |{'start': [4], 'end': [4]}|O O O O B O O O O O O O O O O O O O O O O O O O O O O O O
193|This despicable Muslims hadn't won yet. Now there will be a cruel punishment!|{'start': [1, 11], 'end': [2, 12]}|O B I O O O O O O O O B I
194|last nights black lighting show ov yea such miscasting jewy jewnose is the white guy forcing some niglets to deal drugs but blond hergerman is the comet pizza guy keeping powerful niggerette girls trapped in his basement pizzagate seriously visit dc sometime @user @user @user @user @user ‍|{'start': [8, 15, 30], 'end': [10, 20, 36]}|O O O O O O O O B I I O O O O B I I I I I O O O O O O O O O B I I I I I I O O O O O O O O O O O
195|@user This is a corollary of women being a hysterical sensitive bitches when they disagree with men .|{'start': [11], 'end': [11]}|O O O O O O O O O O O B O O O O O O
196|if its such a big deal that you need to talk about it , yes . you are a non-white . you might as well be fully mongol . |{'start': [19, 27], 'end': [19, 27]}|O O O O O O O O O O O O O O O O O O O B O O O O O O O B O
197|@user me to you or i am like you know what i take it back fuck you too hoe|{'start': [15], 'end': [18]}|O O O O O O O O O O O O O O O B I I I
198|well im glad to hear there are more youth in our world and lets all hope those mudds and niggs go to h-e-l-l|{'start': [19, 22], 'end': [19, 22]}|O O O O O O O O O O O O O O O O O O O B O O B
199|build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats|{'start': [7, 23], 'end': [7, 24]}|O O O O O O O B O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O
200|@user @user Do it now , build the wall before any more innocent Americans are slaughtered ! #BuildThatWall #BuildTheWall #BuildTheDamnWall |{'start': [15, 17, 18, 19], 'end': [15, 17, 18, 19]}|O O O O O O O O O O O O O O O B O B I I
201|Every Muslim is a potential terrorist.|{'start': [0], 'end': [5]}|B I I I I I
202|@user Hillary Harvey Weinstein Clinton . One was raping vulnerable woman and the old bitch was planning to rape America .|{'start': [8, 14, 18], 'end': [8, 14, 18]}|O O O O O O O O B O O O O O B O O O B O O
203|as a full blown gas the kike nazi otoya yamaguchi is in my top nationalist heroes|{'start': [4], 'end': [6]}|O O O O B I I O O O O O O O O O
204|watching for some minutes and the lawlessness of nigger hood rats the chicago police dept have given up result some increase in homicides|{'start': [8], 'end': [8]}|O O O O O O O O B O O O O O O O O O O O O O O
205|If the Koran was a current book, it would probably be prohibited as hate speech.|{'start': [2], 'end': [2]}|O O B O O O O O O O O O O O O
206|@user I have watched you talk out of both sides of your mouth for months now . We see you . Nothing but a greedy fame whore .|{'start': [26], 'end': [26]}|O O O O O O O O O O O O O O O O O O O O O O O O O O B O
207|@user naw dude I wish , they're white trash |{'start': [7], 'end': [8]}|O O O O O O O B I
208|i wonder how long until they can get the nigger stink out of the white house|{'start': [9], 'end': [10]}|O O O O O O O O O B I O O O O O
209|@user @user Michelle Obama is a woman that every woman should aspire to be where Flotus is a skank that no one wants to be|{'start': [18], 'end': [18]}|O O O O O O O O O O O O O O O O O O B O O O O O O
210|Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.|{'start': [0], 'end': [14]}|B I I I I I I I I I I I I I I O O O O O
211|guilty until proven innocent unless you are a jew a nigger or a lover of both|{'start': [5], 'end': [15]}|O O O O O B I I I I I I I I I I
212|@user why ? So you can look like a trashy mess ? #WomenSuck|{'start': [9, 12], 'end': [9, 12]}|O O O O O O O O O B O O B
213|Lml ' no matter what color a girl is she's still a hoe ' That's funny . @user|{'start': [12], 'end': [12]}|O O O O O O O O O O O O B O O O O O
214|reminds me of a college fundraiser to help a kike family rebuild their burnt house the father was a magistrado which is like a high court judge so they were richer than most of the other students families|{'start': [9, 28], 'end': [10, 37]}|O O O O O O O O O B I O O O O O O O O O O O O O O O O O B I I I I I I I I I
215|this is the year you all get r kelly the fidduck out of here sick of that nigger|{'start': [10], 'end': [17]}|O O O O O O O O O O B I I I I I I I
216|DREAMER ' Sodomized Multiple Boys , Between The Ages 7 and 9 via @user #DeathPenalty is too good for this dispicable creature . #BuildTheWall #EndDACA What about the dreams this POS Stole from these children ? I hope you burn in pits of hell ! |{'start': [14, 23, 43], 'end': [14, 23, 43]}|O O O O O O O O O O O O O O B O O O O O O O O B O O O O O O O O O O O O O O O O O O O B O
217|Spain is becoming the Third World , American tourist almost killed by migrants speaks up @url|{'start': [12], 'end': [12]}|O O O O O O O O O O O O B O O O
218|The kind of savagery against females that has become expected from negroids in todays society ...|{'start': [3, 11], 'end': [3, 11]}|O O O B O O O O O O O B O O O O
219|HIV will do its job . the fags keep searching for a cure but they will never find one because it keeps on changing and mutating . already 60 percent of faggot apes have AIDS and it continues to grow .|{'start': [7, 31], 'end': [7, 32]}|O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O
220|Some cunt at Walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt|{'start': [14, 19], 'end': [14, 20]}|O O O O O O O O O O O O O O B O O O O B I O O O O O O O
221|The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.|{'start': [1], 'end': [5]}|O B I I I I O O O O O O O O O O O O
222|i have found another degenerate who is pushing smut on gab not a joke he is actually promoting smut and porn @user is a degenerate diversity kike hiding behind patriotism i am not so easily fooled|{'start': [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11, 11, 11, 12, 12, 13, 13, 13, 13, 13, 14, 14, 14, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 22, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 27, 27, 27, 27, 27, 27, 27, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30, 30, 31, 31, 31, 32, 32, 32, 32, 33, 33, 33, 34, 34, 34, 34, 34, 34, 34, 35, 35, 35, 35, 35, 35], 'end': [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 9, 9, 9, 10, 10, 10, 10, 11, 11, 11, 11, 12, 12, 13, 13, 13, 13, 13, 14, 14, 14, 15, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21, 21, 22, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 27, 27, 27, 27, 27, 27, 27, 28, 28, 28, 28, 28, 28, 28, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30, 30, 31, 31, 31, 32, 32, 32, 32, 33, 33, 33, 34, 34, 34, 34, 34, 34, 34, 35, 35, 35, 35, 35, 35]}|B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
